
2025/01/03 (04:09:26) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (04:10:44) | ===> btop++ v.1.4.0
2025/01/03 (04:10:44) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (04:10:44) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (14:17:33) | ===> btop++ v.1.4.0
2025/01/03 (14:17:33) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (14:17:33) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (16:15:37) | ===> btop++ v.1.4.0
2025/01/03 (16:15:37) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (16:15:37) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (16:21:13) | ===> btop++ v.1.4.0
2025/01/03 (16:21:13) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (16:21:13) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (16:41:05) | ===> btop++ v.1.4.0
2025/01/03 (16:41:05) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (16:41:05) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (16:53:43) | ===> btop++ v.1.4.0
2025/01/03 (16:53:43) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (16:53:43) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (17:21:18) | ===> btop++ v.1.4.0
2025/01/03 (17:21:18) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (17:21:18) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (20:48:58) | ===> btop++ v.1.4.0
2025/01/03 (20:48:58) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (20:48:58) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (22:01:48) | ===> btop++ v.1.4.0
2025/01/03 (22:01:48) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (22:01:48) | ERROR: Invalid size of hex value: 00000000

2025/01/03 (23:02:45) | ===> btop++ v.1.4.0
2025/01/03 (23:02:45) | WARNING: Intel GPU: Failed to initialize PMU
2025/01/03 (23:02:45) | ERROR: Invalid size of hex value: 00000000
